"Key","Publication Year","Author","Title","Series","Manual Tags"
"6RI5DEVD","1998","Sánchez, J. Alfredo; López, Cristina A.; Schnase, John L.","An Agent-Based Approach to the Construction of Floristic Digital Libraries","DL '98","Chrysalis; agents; interfaces; floristic digital library; botany; FNA"
"9MR7BBSM","1998","Weinstein, Peter C.","Ontology-Based Metadata: Transforming the MARC Legacy","DL '98","bibliographic relations; ontology; knowledge base; description logic; Loom; MARC; catalog structure"
"JHH66S46","1998","Shin, Dongwook; Jang, Hyuncheol; Jin, Honglan","BUS: An Effective Indexing and Retrieval Scheme in Structured Documents","DL '98","SGML; BUS; indexing; quering; XML; information retrieval"
"BW7B472E","1998","Schneider, Erich R.; Leggett, John J.; Furuta, Richard K.; Wilson, Hugh D.; Hatch, Stephan L.","Herbarium Specimen Browser: A Tool for Accessing Botanical Specimen Collections","DL '98","bioinformatics; herbarium; botany; retrieval system; Javascript; pattern discovery; text retrieval"
"2ULDUASF","1998","Sahami, Mehran; Yusufali, Salim; Baldonaldo, Michelle Q. W.","SONIA: A Service for Organizing Networked Information Autonomously","DL '98","topical hierarchies; classification; taxonomic systems; machine learning; SONIA; Stanford; Bayesian classification; clustering; distributed information"
"GMJYL83D","1998","Rutledge, Lloyd; van Ossenbruggen, Jacco; Hardman, Lynda; Bulterman, Dick C. A.","Practical Application of Existing Hypermedia Standards and Tools","DL '98","SMIL; hypermedia; DSSSL; HyTime"
"RZBG6I6M","1998","Marshall, Catherine C.","Making Metadata: A Study of Metadata Creation for a Mixed Physical-Digital Collection","DL '98","ethnographic data; metadata temporality; visual resources; USMARC; VRA core"
"MQVDI5JI","1998","Levy, David M.","Heroic Measures: Reflections on the Possibility and Purpose of Digital Preservation","DL '98","digital preservation; RLG; report; digital objects; archiving; task force; heroism"
"RJTXLKMS","1998","Lecolinet, E.; Likforman-Sulem, L.; Robert, L.; Role, F.; Lebrave, J-L.","An Integrated Reading and Editing Environment for Scholarly Research on Literary Works and Their Handwritten Sources","DL '98","integrated system; hypermedia; image analysis; text encoding; information visualization"
"4JLXKSU8","1998","Kumar, Vijay; Furuta, Richard; Allen, Robert B.","Metadata Visualization for Digital Libraries: Interactive Timeline Editing and Review","DL '98","ITER; temporal information; tmViewer; interface; hypertext; bibliographic records; visualization"
"3VCI4FCI","1998","Kanada, Yasusi","Axis-Specified Search: A Fine-Grained Full-Text Search Method for Gathering and Structuring Excerpts","DL '98","information retrieval; full-text search; infromation extraction; document classification; electronic encyclopedia; "
"GA4JJVIF","1998","Ribeiro-Neto, Berthier A.; Barbosa, Ramurti A.","Query Performance for Tightly Coupled Distributed Digital Libraries","DL '98","query performance; distributed digital libraries"
"2JALAXS9","1998","Price, Roger","Beyond SGML","DL '98","SGML; TEI;document architectures"
"5WVH9XXQ","1998","Lagoze, Carl; Fielding, David; Payette, Sandra","Making Global Digital Libraries Work: Collection Services, Connectivity Regions, and Collection Views","DL '98","federated digital libraries; NCSTRL; architecture; distributed searches; case studies"
"4XLF4VI6","1998","Komlodi, Anita; Marchionini, Gary","Key Frame Preview Techniques for Video Browsing","DL '98","video; inderface design; key frames; user testing"
"2FYMHKI9","1998","Haas, Stephanie W.; Grams, Erika S.","Page and Link Classifications: Connecting Diverse Resources","DL '98","information objects; classification systems; link types; retrieval; content analysis"
"W68R3UT6","1998","Furnas, George W.; Rauch, Samuel J.","Considerations for Information Environments and the NaviQue Workspace","DL '98","design; NaviQue; query navigation; browsing; visualization; information gathering; HCI"
"LVC7VHYS","1998","Chang, Chen-Chuan K.; Garcia-Molina, Hector","Conjunctive Constraint Mapping for Data Translation","DL '98","conjuntive constraints; data translation; semantic interoperability"
"PG42M9RR","1998","Baldonado, Michelle; Katz, Seth; Paepcke, Andreas; Chang, Chen-Chuan; Garcia-Molina, Hector; Winograd, Terry","An Extensible Constructor Tool for the Rapid, Interactive Design of Query Synthesizers","DL '98","constructor tool; query synthesizer; query generation; query translation; attribute translation; matadata architecture; schema; USMARC"
"RL2H3Z96","1998","Allen, Bryce","Information Space Representation in Interactive Systems: Relationship to Spatial Abilities","DL '98","data visualization; cognitive abilities; spatial representation"
"85QSZBVR","1998","Giles, C. Lee; Bollacker, Kurt D.; Lawrence, Steve","CiteSeer: An Automatic Citation Indexing System","DL '98","CiteSeer; indexing system; autonomous citation; citation indexing; bibliometrics"
"X7BAWWZ4","1998","Crespo, Arturo; Garcia-Molina, Hector","Archival Storage for Digital Libraries","DL '98","archival storage; long-term preservation; digital objects; preservation"
"6Q5KQN72","1998","Chung, Yi-Ming; Pottenger, William M.; Schatz, Bruce R.","Automatic Subject Indexing Using an Associative Neural Network","DL '98","subject assignment; controlled vocabulary; concept assigner; subject indexing; concept space; hopfield network; automatic indexing"
"29MZXDZB","1998","Browne, Shirley; Dongarra, Jack; Horner, Jeff; McMahan, Paul; Wells, Scott","Technologies for Repository Interoperation and Access Control","DL '98","NHSE; IEEE data model; interoperation; intelectual property rights; access control; authentication; data modeling; standards"
"MXWFAV7K","1998","Bishop, Ann Peterson","Digital Libraries and Knowledge Disaggregation: The Use of Journal Article Components","DL '98","scientific articles; user studies; documents; information seeking"
"DIY4EHK5","1998","Alspector, Joshua; Kolcz, Aleksander; Karunanithi, Nachimuthu","Comparing Feature-Based and Clique-Based User Models for Movie Selection","DL '98","information filtering; user modeling; feature extraction; neural networks; regression trees; bagging; CART"
"T4B3VDV7","1999","Spertus, Ellen; Stein, Lynn Andrea","A Relational Database Interface to the World-Wide Web","DL '99","database; Internet; hyperlinks; semi-structured data; SQL; Web"
"QDJYTQXQ","1999","Quiroga, Luz Marina; Mostafa, Javed","Empirical Evaluation of Explicit versus Implicit Acquisition of User Profiles in Information Filtering Systems","DL '99","SIFTER; filtering systems"
"P9HSUPKK","1999","Ockerbloom, John Mark","Managing Diverse Data Formats in Digital Libraries","DL '99","TOM; Typed Object Model; data model; mediator agents; type brokers; Carnegie Mellon"
"76FQ7R2M","1999","Tolle, Kristin M.; Leroy, Gondy; Sewell, Robin; Fang, Ye; Roussinov, Dmitri; Stavri, Zoe; Chen, Hsinchun","Medical Information Access for the New Millennium: UMLS-Enhanced Semantic Parsing and Personalized Medical Agent","DL '99","digital library; information retrieval; human computing interaction; intelligent agents; medical informatics"
"LRZHCF2N","1999","Sharretts, Cristina W.; French, James C.","Electronic Theses and Dissertations at the University of Virginia Library","DL '99","ETD; University of Virginia; MARC; VIRGO; SGML; PERL; scholarly publishing"
"EN4UCFV2","1999","Sánchez, J. Alfredo; Flores, César A.; Schnase, John L.","Mutant: Agents as Guides for Multiple Taxonomies in the Floristic Digital Library","DL '99","taxonomies; botany; MUTANT"
"NI7XB7AM","1999","Rocha, Luis Mateus","TalkMine and the Adaptive Recommendation Project","DL '99","information retrieval; artificial intelligence; distributed information systems; evidence sets; evolutionary systems; fuzzy sets; human-machine interaction; knowledge management; recommendation systems"
"NGA8BMGM","1999","Rauber, Andreas; Merkl, Dieter","SOMLib: A Digital Library System Based on Neural Networks","DL '99","visualization; document clustering; distributed digital libraries; self-organizing map"
"QSMVTVTA","1999","Morishima, Atsuyuki; Kitagawa, Hiroyuki","InfoWeaver: Dynamic and Tailor-Made Integration of Structured Documents, Web, and Databases","DL '99","InfoWeaver; information integration; system; OpenText; index server; Oracle"
"NQ32YBZW","1999","Lawrence, Steve; Bollacker, Kurt; Giles, C. Lee","Distributed Error Correction","DL '99","digital libraries; citation indexing; error correction"
"HRX58BQR","1999","Hand, Victoria; Roschelle, Jeremy; Pea, Roy","Dimensions of Quality Management Systems in Self-Improving Communities","DL '99","education; quality; software components"
"NFJ54PN2","1999","Liu, K. L.; Yu, C.; Meng, Weiyi; Rishe, N.","Discovery of Similarity Computations on the Internet","DL '99","document selection; search engine; queries"
"BUH7B3XZ","1999","Kovács, László; Micsik, András; Pataki, Balázs","AQUA: Query Visualization for the NCSTRL Digital Library","DL '99","AQUA; user interface; NCSTRL; query chains"
"X4X983HF","1999","Hartley, Roger T.; Crumpton, Kathleen","Quality of OCR for Degraded Text Images","DL '99","OCR; scanned images"
"UIM3DP73","1999","Fernández, Camino; Díaz, Paloma; Aedo, Ignacio; Matellán, Vicente","WAY-Z39.50: Adaptive Access to Library Catalogues","DL '99","digital libraries; information access; adaptive systems; WAY; Z39.50"
"YMYMJDWN","1999","Dempsey, Bert J.; Wildemuth, Barbara M.; Geisler, Gary","Use of an Expanding Directory Interface for WWW Legal Resources","DL '99","legal; DIALeR; law library"
"RJHTS7P3","1999","Dempsey, Bert J.; Beck, Micah; Moore, Terry","Internet2 Distributed Storage Infrastructure (I2-DSI) Project: Improving Global Access to Digital Collections","DL '99","I2-DSI; distributed storage; data replication; architecture"
"ZS6RXDSG","1999","Buchanan, George; Marsden, Gil; Thimbleby, Harold","Dynamic Metadata for Monitoring Digital Library Management","DL '99","digital libraries; metadata; usability; management; hypertext"
"TBTH982I","1999","Blake, Miriam; Van de Sompel, Herbert","Just-in-Case Linking vs. Just-in-Time-Linking—the Library Without Walls Experience","DL '99","LWW; project; Los Alamos; links; SICI; identifier; SGML"
"D924QSFK","1999","Baker, Blaine; Salerno, John","The Interagency Digital Library for Science and Engineering: A Federated Digital Library Pilot for the U.S. Government Scientist","DL '99","government scientific researchers; government security levels; heterogeneous database searching; interoperable digital libraries; universal log-on"
"QPC76BAG","1999","Ardö, Anders; Koch, Traugott","Creation and Automatic Classification of a Robot-Generated Subject Index","DL '99","automatic classification; classification; DESIRE II; subject index; Sweeden"
"F248TLKG","1999","Abbadeni, N.; Ziou, D.; Wang, S.","Image Classification and Retrieval on the World Wide Web","DL '99","neural networks; image retrieval; image classification; image content; textual indices; texture detection; World Wide Web"
"CA5CS7XC","1999","Park, Soyeon","User Preferences When Searching Individual and Integrated Full-Text Databases","DL '99","information retrieval; human computer interaction; distributed information environment; interface design"
"29EG7HHJ","1999","Besser, Howard","The Making of America II: Structural and Administrative Metadata Standards for Distributed Repositories","DL '99","MoA II; test bed; DLF; Digital Library Federation; white paper; standards; digital objects; archival objects; structural metadata"
"6T4CF2V2","1999","Baru, Chaitanya; Chu, Vincent; Gupta, Amarnath; Ludäscher, Bertram; Marciano, Richard; Papakonstantinou, Yannis; Velikhov, Pavel","XML-Based Information Mediation for Digital Libraries","DL '99","MIX; project; San Diego; architecture; XML query language; DTD; LDAP"
"CET7L7ZM","1999","Leiner, Barry M.","The Future of Digital Library Research","DL '99","digital libraries; research"
"89RITDVG","1999","McGrath, Robert E.; Futrelle, Joe; Plante, Ray; Guillaume, Damien","Digital Library Technology for Locating and Accessing Scientific Data","DL '99","scientific data; information retrieval; astronomy data; scientific information systems"
"7IFHTDSJ","1999","Larkey, Leah S.","A Patent Search and Classification System","DL '99","digital libraries; classification; information retrieval; systems; patents; applications; text categorization"
"RALYHZXZ","1999","Dushay, Naomi; French, James C.; Lagoze, Carl","Using Query Mediators for Distributed Searching in Federated Digital Libraries","DL '99","distributed searching; query routing; search engine performance"
"ZBMML5W4","1999","Melucci, Massimo; Orio, Nicola","Musical Information Retrieval Using Melodic Surface","DL '99","information retrieval; automatic indexing; automatic melodic segmentation; computer music; musical digital libraries"
"DL3TAJMI","1999","Combs, Tammara T. A.; Bederson, Benjamin B.","Does Zooming Improve Image Browsing?","DL '99","evaluation; controlled experiment; image browsers; multiscale interfaces; Pad++; real-time computer graphics; retrieval systems; Zoomable User Interface"
